noxchi,russian
ч1ог1 кхер велер ишиъ,уж очень они испугались
"Хьо ч1ог1а езарна, кийрарчу дагна.",Потому что сердце сильно тебя любит
ас хат ма хаьтна,я же спросил
стихи,байташ
стешха,по-женски
чеченски перевод,"Жизнь иногда такое выкидывает,!! что хочется остановиться и подобрать."
сан зудборз,моя волчица
лезгин лох бу,лезгин и чеченка
х1унда,зачем
Ахь х1у до ?,ты чего?
сан сагатло,скучно мне
хаз хуьл-кх циг чохь,"Там лучше, чем здесь"
йовза мегар дари хьо?,можно с тобой познакомиться ?
Сабитин со бен ца веза!,Сабита любит только меня!
Х1а! лаца хьайна х1инца!,Вот! Лови теперь!
"хьо сан дерриг дуьне ду, везар","ты мое все, любимый"
д1авала са гир,слезай с моей спины
х1у ду керла?,что нового?
хьо йижна-м яц?,ты не спишь?
со тахан д1авахнера,я сегодня уезжал
дийцарш,истории
цхьаъ бен йоцург,единственая
суна хала ду,мне сложно
Тийна буьйса,Тихая ночь
маь1нехь,смысле
хьераваьлла,сума сошел
х1у доьху кхунах?,Сколько это стоит?
хьо 1ад 1ел суна!,а ты успокойся!
Ахь х1у боху?,Что ты говоришь?
яло къастийна цхьа а йуй хьа?,у тебя есть невеста?
